,Unnamed: 0,Unnamed: 0.1,Coverage,Compliance,Average Cost,Average DALYs,CVD Count,CVD Deaths,Total Deaths,Average HTN Cost,Average CVD Cost,Average Chronic Cost
0,0,0,0.7242071457246085,0.6984478935698448,367.9050010192241,2.0086221001986484,2071,1040,3473,39.81211137057349,2.2845593509728035,325.8083302976766
1,1,1,0.7033319951826575,0.7117579908675801,357.1835857746057,2.0440023962252734,2022,1040,3499,38.93430550383875,2.322424951381433,315.92685531938645
2,2,2,0.6997189883580891,0.6815834767641996,353.0162607587468,1.9065438498741127,2043,980,3443,34.352979983829336,2.171835016486234,316.49144575843013
3,3,3,0.6957045363307909,0.7005193306405078,366.4381789571801,1.9991309567992843,2053,1016,3474,38.43714438212147,2.5255331951722453,325.47550137988685
4,4,4,0.6916900843034925,0.7109692396982008,362.516030765427,1.9339326835573305,2091,1039,3469,35.00278953777515,2.3517421021410096,325.16149912551117
5,5,5,0.7037334403853874,0.713063320022818,361.98302386700607,1.9602545310065351,2037,1021,3474,37.342100081008695,1.9760311729719096,322.664892613026
6,6,6,0.6973103171417102,0.6827864133563616,358.86618823089066,1.9295883679543664,2096,1022,3469,34.27489233936847,1.6768222601036815,322.9144736314186
7,7,7,0.6904857486953031,0.6831395348837209,366.2639122588501,1.9734018598578589,2073,1029,3480,36.74921156681307,2.575205258000559,326.9394954340356
8,8,8,0.7029305499799278,0.6876070816676185,350.9040768014033,1.9226923335941004,2026,998,3442,34.71836504207997,2.4310328344922856,313.7546789248314
9,9,9,0.7061421116017663,0.702103467879477,356.57180227288575,1.943532097532772,2026,1001,3448,35.575904797406075,2.432210114149393,318.56368736133044
10,10,10,0.6748293857888398,0.6912552052349792,370.01379403606745,1.97926858856368,2091,1028,3479,34.949545807861035,2.70204748445312,332.36220074375234
11,11,11,0.7045363307908471,0.6997150997150997,377.3855168388265,2.022010755400858,2105,1027,3474,39.167276855881575,2.9537452136794604,335.26449476926683
12,12,12,0.7161782416700121,0.7051569506726457,361.968546488728,1.9443075383046844,1992,976,3433,38.194376144295184,2.1760123755056457,321.5981579689273
13,13,13,0.6977117623444399,0.7128883774453395,353.81454126166733,1.8816908217903672,2052,1007,3452,33.7396168785411,1.9443503996684104,318.1305739834568
14,14,14,0.7145724608590928,0.7056179775280899,358.7587026877694,2.003730917453687,2004,1035,3511,39.24880872047685,2.6679001825004383,316.84199378479144
15,15,15,0.7065435568044962,0.7085227272727272,349.19598711170136,1.9085055356659264,2023,989,3454,35.14048236464097,2.305059910481193,311.75044483657973
16,16,16,0.6764351665997591,0.7097922848664688,349.72948963582536,1.989111554197717,2043,1045,3483,34.254174547894195,2.1277096644894904,313.3476054234412
17,17,17,0.686069851465275,0.6939730836746636,359.01156300687467,1.9851817674885543,2069,1013,3484,34.83616403787729,2.414876082362216,321.76052288663493
18,18,18,0.6824568446407066,0.7117647058823531,364.451444264993,1.892309368945216,2068,1016,3476,33.82032958486449,2.1316992507651933,328.4994154293623
19,19,19,0.709353673223605,0.6853423882286361,358.9336361960907,1.9476147475347736,2055,1024,3495,34.192898393452076,2.4158331568778584,322.32490464576216
20,20,20,0.700120433560819,0.6949541284403671,361.8287542301615,1.9741717194887745,2074,1024,3489,36.26179229711898,2.932380176417898,322.6345817566248
21,21,21,0.7209955841027701,0.6993318485523385,369.2809417483842,1.947510590294304,2108,1054,3486,36.49144445207507,2.20890503097984,330.58059226532896
22,22,22,0.7089522280208751,0.7151755379388448,361.209374116757,1.9506550818689128,2026,1021,3474,36.28282739171959,2.3061519548707827,322.62039477016515
23,23,23,0.7009233239662787,0.6878579610538373,357.422897665538,1.969890972846844,2061,1039,3490,36.67044325832989,2.5882427065898703,318.16421170061716
24,24,24,0.7061421116017663,0.6907333712336555,362.0901593758557,1.938932109913647,2058,1027,3501,37.57792571481226,2.7796201600092902,321.7326135010344
25,25,25,0.6973103171417102,0.7190558434081751,357.7545447432385,1.936385080429952,2075,1007,3448,35.394339083661755,2.1746994450897605,320.1855062144872
26,26,26,0.7077478924126857,0.6761202495745887,357.87207832076524,2.0033769582167382,2083,1062,3509,34.65157325915061,2.2386606018297406,320.9818444597839
27,27,27,0.7037334403853874,0.6993725042783799,357.65175472812376,2.0126687533188874,2038,1062,3520,38.896582592937435,2.281427741641666,316.4737443935442
28,28,28,0.6804496186270574,0.6967551622418879,356.09832871797033,1.9335825208145685,2070,1053,3495,34.451015641048045,2.2663513728266245,319.38096170409517
29,29,29,0.7025291047771979,0.7131428571428572,348.0242325474286,1.9304049584447605,2040,1032,3488,35.06789302456195,2.087274248164857,310.8690652747009
30,30,30,0.7193898032918506,0.69140625,350.9235807359961,1.8902859412700013,2043,1042,3474,32.88366907099613,1.8682721137932368,316.171639551206
31,31,31,0.6908871938980329,0.7059848925043579,349.0377802957612,1.9426543070516944,2017,1002,3485,33.99698024616191,2.5612326427909102,312.4795674068095
32,32,32,0.7153753512645524,0.7025813692480359,355.9947911346799,1.9272186432687848,2062,1007,3459,34.720107203348945,2.638649676165533,318.63603425516516
