,Unnamed: 0,Unnamed: 0.1,Coverage,Compliance,Average Cost,Average DALYs,CVD Count,CVD Deaths,Total Deaths,Average HTN Cost,Average CVD Cost,Average Chronic Cost
0,0,0,0.18694638694638693,0.2768079800498753,411.947120380088,2.5603495718425555,2467,1319,4169,7.783388986487693,2.8368533552285764,401.3268780383714
1,1,1,0.19393939393939394,0.2836538461538461,418.964199801669,2.580869965777209,2514,1322,4131,8.071826991492317,2.8126677043863006,408.0797051057904
2,2,2,0.1850815850815851,0.2720403022670025,413.69424327479567,2.4600617023488667,2515,1339,4182,6.264853498557029,2.359074237737964,405.07031553850084
3,3,3,0.19114219114219114,0.3097560975609756,421.2251496965007,2.5695645767493067,2495,1320,4169,8.05152566486218,2.8750314820864924,410.2985925495517
4,4,4,0.1836829836829837,0.27918781725888325,434.1164161533294,2.457972277196494,2576,1341,4161,7.074202888800702,2.491861687191112,424.550351577338
5,5,5,0.20093240093240086,0.3294663573085847,414.4027138077816,2.4998673212390075,2498,1303,4154,7.531571425527511,2.5570707423865,404.314071639868
6,6,6,0.19347319347319347,0.27710843373493976,409.73685936107665,2.416338136636321,2484,1307,4133,6.681950880159277,2.2310891231053667,400.8238193578128
7,7,7,0.1804195804195804,0.31007751937984496,425.1969024973037,2.5332728903159305,2519,1327,4157,7.521796868684692,3.0820533399725067,414.593052288646
8,8,8,0.19487179487179487,0.3277511961722488,412.4067439125233,2.4543086838260817,2515,1333,4146,7.3414034028820385,2.580443715322901,402.4848967943177
9,9,9,0.1864801864801865,0.33,410.672115955911,2.449851154581148,2496,1320,4110,6.939550816231513,2.174944375370393,401.5576207643097
10,10,10,0.17902097902097902,0.3125,418.50223323875633,2.5260664150692915,2508,1337,4172,7.375806894414954,2.6021775801548466,408.5242487641866
11,11,11,0.1836829836829837,0.29949238578680204,419.5516989341132,2.5779913128043628,2491,1322,4152,7.661669657254128,2.8173886775987085,409.07264059926086
12,12,12,0.1883449883449884,0.2995049504950495,413.68910347297486,2.4978125107756717,2499,1294,4131,7.587742057481141,2.268024795885001,403.8333366196083
13,13,13,0.20466200466200465,0.3189066059225513,410.34123015458715,2.4384537400311905,2506,1329,4161,7.139521710981871,2.2748030003361377,400.9269054432697
14,14,14,0.19347319347319347,0.30843373493975906,411.1968380054876,2.5425505102949213,2469,1294,4129,7.920709485767487,2.5649469508038387,400.7111815689168
15,15,15,0.1888111888111888,0.3160493827160494,417.52178414146937,2.4578252402064122,2530,1327,4141,7.290223024574806,2.529235728264436,407.7023253886305
16,16,16,0.20372960372960366,0.3203661327231121,424.40333399270753,2.507075817128606,2520,1317,4148,6.961701712094849,2.5433694561459954,414.8982628244663
17,17,17,0.18135198135198136,0.2930591259640103,418.9161971172181,2.510563366329058,2540,1329,4124,6.519838626428317,2.9525780418663192,409.4437804489231
18,18,18,0.1902097902097902,0.3553921568627451,408.6718234842313,2.440442144585795,2491,1333,4155,7.03698703163596,2.2204072594234163,399.414429193172
19,19,19,0.1832167832167832,0.2977099236641221,418.680582689215,2.4584787495772344,2507,1316,4154,6.20536756457034,2.4821015648930755,409.9931135597515
20,20,20,0.193006993006993,0.30676328502415456,414.32845524885767,2.513311031581769,2510,1326,4168,7.407995933423796,2.008912428945742,404.91154688648766
21,21,21,0.2041958041958042,0.2922374429223744,414.8874517342107,2.465952044887208,2496,1338,4166,7.594791248967388,2.229680099930468,405.0629803853137
22,22,22,0.20466200466200465,0.3553530751708428,411.5749584858939,2.4862263622111023,2497,1309,4138,8.283613584778298,2.4518715042328494,400.83947339688285
23,23,23,0.1953379953379953,0.3269689737470167,418.84425324966486,2.469394727915213,2513,1305,4123,7.723812446046094,2.6312629211129637,408.48917788250594
24,24,24,0.1902097902097902,0.2720588235294117,416.0094974778218,2.468857327893911,2485,1327,4176,7.254008344752216,2.738311277839788,406.01717785523033
25,25,25,0.1888111888111888,0.32592592592592595,407.10530640711823,2.4501257061456534,2503,1311,4148,6.886832298570898,2.5952208139752,397.62325329457235
26,26,26,0.1804195804195804,0.28940568475452194,417.1582547596838,2.5180610853186187,2520,1331,4145,6.805237278197968,2.5269237172441668,407.82609376424193
27,27,27,0.1874125874125874,0.3358208955223881,409.18045571533486,2.554009516906249,2480,1340,4153,7.624943445614438,2.387470788571452,399.16804148114977
28,28,28,0.20233100233100232,0.2903225806451613,409.43015511310114,2.4497800457660954,2478,1318,4154,7.1806398062530254,2.6205488510770967,399.6289664557711
29,29,29,0.1850815850815851,0.2795969773299748,419.63631222922976,2.4430400075147336,2518,1337,4168,6.702592713325112,2.072641271672563,410.86107824423135
30,30,30,0.20326340326340325,0.2889908256880734,416.7127540366291,2.381440855751937,2524,1314,4143,6.3619401879810695,2.553199395636709,407.797614453011
31,31,31,0.17575757575757575,0.27320954907161804,414.6708499638065,2.4481804161780945,2524,1321,4157,6.3237099020778125,2.3742571583639385,405.9728829033651
32,32,32,0.19347319347319347,0.2843373493975904,415.8423450415106,2.447141966660121,2529,1348,4165,6.590662627959097,2.0208177530369817,407.23086466051427
33,33,33,0.1958041958041958,0.2714285714285714,417.09361776203934,2.486860169875565,2536,1369,4175,6.899417985017706,2.159530939018934,408.0346688380028
34,34,34,0.17622377622377622,0.2962962962962963,409.5104025881098,2.471408224383562,2461,1289,4111,7.165908368020543,2.670810444623895,399.6736837754646
35,35,35,0.19067599067599067,0.2689486552567237,414.6081875065028,2.39700947429761,2549,1321,4147,5.893762092297061,1.7724594575878319,406.94196595661776
36,36,36,0.1981351981351981,0.3058823529411765,425.75142388388224,2.4588128221316405,2524,1318,4154,7.898564162624838,2.207278445334232,415.64558127592255
37,37,37,0.19347319347319347,0.25783132530120484,405.07769931877294,2.4392939965560827,2527,1335,4115,6.497869648689535,2.259372341729298,396.32045732835456
38,38,38,0.1822843822843823,0.2864450127877238,415.0424709014714,2.5023981362464216,2505,1315,4136,7.181128586656407,2.8803299466259342,404.9810123681897
39,39,39,0.19114219114219114,0.32439024390243903,413.5279488868972,2.5303419892106294,2502,1329,4158,8.357331667426697,2.214001857608518,402.95661536186265
40,40,40,0.19673659673659674,0.3033175355450237,413.5018410566266,2.4200165068434787,2491,1308,4115,7.429533972967903,2.2000641520621764,403.8722429315966
41,41,41,0.1944055944055944,0.3261390887290168,406.53569277186926,2.4259198778636266,2446,1261,4095,7.042321595534909,2.2964711117053627,397.19690006462935
42,42,42,0.19207459207459207,0.3131067961165049,407.4869561612547,2.498087772087987,2495,1334,4156,7.33236915188964,2.3646106597742014,397.78997634959154
43,43,43,0.19393939393939394,0.25721153846153844,419.1500965640136,2.5105004582896813,2548,1359,4166,6.463612742209598,2.8334271876247485,409.8530566341787
44,44,44,0.18461538461538465,0.3055555555555556,399.4440342569494,2.395943923704233,2481,1317,4119,6.563396653212286,2.2775336723234445,390.60310393141367
45,45,45,0.1883449883449884,0.3193069306930693,406.396216482867,2.4495257616016493,2476,1309,4133,7.178113808777832,2.49611501148615,396.7219876626034
46,46,46,0.1641025641025641,0.2954545454545455,417.777506832886,2.464365729405017,2508,1294,4108,6.3094458014645385,2.3515469058688643,409.11651412555307
47,47,47,0.1864801864801865,0.235,415.0969217505278,2.3903364305885373,2486,1298,4130,5.760520215278536,2.7014385714201734,406.6349629638287
48,48,48,0.193006993006993,0.3115942028985507,419.8384354016116,2.430000371677997,2546,1330,4146,5.9056856470480845,2.655569762259491,411.2771799923043
49,49,49,0.20046620046620048,0.2906976744186047,406.6972031226006,2.4298841133007643,2522,1303,4124,6.311366738845281,2.054553853880397,398.33128252987467
50,50,50,0.19114219114219114,0.28536585365853656,406.39245974733683,2.4014739183131666,2490,1308,4134,5.965644414426848,2.417852417899046,398.0089629150111
51,51,51,0.18974358974358974,0.29484029484029484,413.04011385090746,2.467239173177672,2509,1304,4140,6.663089789000832,2.4333604457503824,403.94366361615647
