,Unnamed: 0,Coverage,Compliance,Average Cost,Average DALYs,CVD Count,CVD Deaths,Total Deaths,Average HTN Cost,Average CVD Cost,Average Chronic Cost
0,0,0.7242071457246085,0.6984478935698448,547.6567848269045,7.035152470988178,3528,2541,8571,37.855584428828976,3.4324725036473938,506.3687278944301
1,1,0.7033319951826575,0.7117579908675801,531.218217905719,7.102625896899018,3473,2539,8603,37.10891956399774,3.4629948163178974,490.6463035254032
2,2,0.6997189883580891,0.6815834767641996,532.4418770184334,6.869062193802787,3525,2527,8582,31.558683844357475,3.1891782878419708,497.6940148862352
3,3,0.6957045363307909,0.7005193306405078,544.556921777219,7.046214077405003,3495,2540,8630,36.79299055000384,3.467508706061996,504.2964225211546
4,4,0.6916900843034925,0.7109692396982008,540.4154106952743,6.919309850314471,3512,2569,8576,32.323242067929456,3.4640713375847496,504.62809728976174
5,5,0.7037334403853874,0.713063320022818,535.3176685983142,6.950295353505508,3474,2499,8550,34.96239208526059,3.0127930842913258,497.3424834287633
6,6,0.6973103171417102,0.6827864133563616,536.412830904315,6.896215977081561,3516,2550,8561,31.538165004099675,2.5211619436757853,502.353503956541
7,7,0.6904857486953031,0.6831395348837209,539.5440253467716,6.993789477554599,3474,2522,8586,35.207174194150184,3.854028953758899,500.4828221988642
8,8,0.7029305499799278,0.6876070816676185,525.4051982521684,6.873669104688738,3461,2488,8558,32.277341005692854,3.4790052378613483,489.64885200861397
9,9,0.7061421116017663,0.702103467879477,532.4526278626895,6.907198919765114,3473,2517,8553,33.18462259872939,3.5791594231795245,495.68884584078
10,10,0.6748293857888398,0.6912552052349792,551.2327701178592,7.0052802870214625,3525,2550,8604,32.8174054414876,3.7601415840059618,514.655223092368
11,11,0.7045363307908471,0.6997150997150997,564.5909178362633,7.064984296214418,3600,2584,8578,37.20309157442129,4.279432873927254,523.108393387917
12,12,0.7161782416700121,0.7051569506726457,538.5406997776923,6.929506442284437,3465,2501,8596,35.30395758081213,3.376777963573576,499.85996423330613
13,13,0.6977117623444399,0.7128883774453395,533.5904534341771,6.830021579279264,3508,2490,8568,30.915375192905213,2.927399944104023,499.7476782971682
14,14,0.7145724608590928,0.7056179775280899,537.4770059104964,7.034938268962558,3484,2529,8584,37.2729515673409,3.4517750907011777,496.7522792524582
15,15,0.7065435568044962,0.7085227272727272,527.1727093168528,6.860475251781383,3476,2503,8571,32.111567710673214,3.5508495244039184,491.51029208177687
16,16,0.6764351665997591,0.7097922848664688,524.1317230678484,7.008084536145015,3486,2573,8622,31.412717153362607,3.2479484882752123,489.47105742621284
17,17,0.686069851465275,0.6939730836746636,537.0077961631031,7.017425054148406,3489,2533,8614,32.46837605704791,3.357424297314115,501.1819958087422
18,18,0.6824568446407066,0.7117647058823531,545.4347363343717,6.8596834549257295,3526,2529,8593,31.544618627251147,3.2570507025906332,510.6330670045304
19,19,0.709353673223605,0.6853423882286361,536.2776438834413,6.952606604532481,3510,2517,8595,31.942375367390685,3.5839316706799837,500.7513368453742
20,20,0.700120433560819,0.6949541284403671,535.7145395932363,6.99190254448436,3505,2533,8584,34.3584993058506,4.035797821876399,497.32024246551117
21,21,0.7209955841027701,0.6993318485523385,549.7099271275689,6.9401301229606185,3556,2570,8593,33.800691667457386,3.128093977145926,512.7811414829687
22,22,0.7089522280208751,0.7151755379388448,538.8013492359205,6.953132094462304,3477,2533,8597,33.472700594575045,3.526449597953212,501.8021990433911
