,Unnamed: 0,Unnamed: 0.1,Coverage,Compliance,Average Cost,Average DALYs,CVD Count,CVD Deaths,Total Deaths,Average HTN Cost,Average CVD Cost,Average Chronic Cost
0,0,0,0.16780409474106786,0.32057416267942584,292.6388975432202,1.927833527159403,1823,917,3358,7.45780784100108,1.994661814622424,283.18642788759684
1,1,1,0.1702127659574468,0.33962264150943394,284.3098060916376,1.9485755568470664,1779,907,3392,8.186881207533515,1.729939726528101,274.392985157576
2,2,2,0.1718185467683661,0.3107476635514019,284.0825105269313,1.835863560700116,1777,871,3338,6.470242283325321,1.6045759718668933,276.00769227173856
3,3,3,0.1806503412284224,0.2866666666666667,290.4588183428455,1.9214504970092048,1784,896,3364,7.299858335394763,1.8832305269788097,281.2757294804718
4,4,4,0.18707346447209955,0.3261802575107296,296.6064770246471,1.8655177706009969,1842,921,3386,7.288906906187277,1.805318089656456,287.51225202880335
5,5,5,0.18386190285026094,0.37117903930131,294.3697121627884,1.8793859468908367,1798,881,3371,7.920126545608237,1.9340756369973984,284.5155099801832
6,6,6,0.18305901244480127,0.2960526315789473,291.1768315129045,1.8690360872186291,1845,915,3379,6.442234882789358,1.7455335244000925,282.989063105715
7,7,7,0.17623444399839422,0.3530751708428246,295.33802304093604,1.8969099651370187,1816,889,3371,7.481165753386422,2.057841588819319,285.7990156987301
8,8,8,0.17703733440385389,0.2925170068027211,283.55791907478766,1.8552351036716248,1792,894,3361,6.6096825516299225,2.295176078424119,274.6530604447339
9,9,9,0.15736651947009234,0.3035714285714285,286.7110631756905,1.8737249627910642,1796,890,3343,5.634612112928335,1.9610070882622728,279.1154439744996
10,10,10,0.17061421116017664,0.2823529411764706,294.6056709227248,1.9123256174053087,1841,918,3390,6.980261216164083,2.2722537222142316,285.35315598434653
11,11,11,0.17944600562023286,0.2975391498881432,303.62712155571995,1.9332271057622108,1869,913,3376,7.842332809009429,2.3652077509963263,293.4195809957148
12,12,12,0.17703733440385389,0.31519274376417233,292.4214499459225,1.8735222454269485,1764,852,3339,7.09002697743512,1.615757529311291,283.715665439176
13,13,13,0.1774387796065837,0.29411764705882354,285.8613543011749,1.8062842649994424,1789,863,3331,6.39922720484112,1.6762950969442258,277.7858319993894
14,14,14,0.17944600562023286,0.2930648769574944,283.9563795354765,1.934798280814048,1758,892,3390,8.188989818490581,1.866280591597255,273.9011091253882
15,15,15,0.17784022480931352,0.2708803611738149,286.50861282697565,1.8347651265641525,1789,857,3344,6.523528923730309,1.9104576510147944,278.07462625223025
16,16,16,0.1758329987956644,0.2831050228310502,288.4576478116152,1.9161554570852697,1813,912,3374,6.780980230779778,2.081368532755022,279.5952990480804
17,17,17,0.1774387796065837,0.28054298642533937,286.93710304426367,1.8989099738090247,1779,886,3372,7.144143766314622,2.18306945556037,277.60988982238905
18,18,18,0.18225612203934166,0.3039647577092511,295.2770461821785,1.8241525997304082,1815,880,3364,6.961666868471039,1.8453249874531523,286.4700543262547
19,19,19,0.17703733440385389,0.3242630385487528,290.51978818513214,1.877412154456993,1792,888,3376,6.815315126430387,2.2441139953587124,281.4603590633428
20,20,20,0.17944600562023286,0.31767337807606266,295.6409111959882,1.8892373697777358,1842,894,3370,7.522756191969568,2.3863218088208242,285.73183319519785
21,21,21,0.17824167001204336,0.3220720720720721,291.79647418377374,1.8663352230094519,1820,921,3364,7.044907383091051,1.96640518656702,282.78516161411494
22,22,22,0.1846647932557206,0.3065217391304348,294.7172714714756,1.8722505970976604,1792,874,3359,7.171618412830233,2.035139500457729,285.51051355818765
23,23,23,0.1670012043356082,0.3004807692307692,288.9025647508668,1.8975705542936108,1824,912,3377,7.062427530694585,2.3239820525492747,279.5161551676228
24,24,24,0.1730228823765556,0.30162412993039445,297.44125762424864,1.8815675460227377,1830,929,3416,7.3823804328483345,2.81275732712264,287.2461198642775
25,25,25,0.1774387796065837,0.3031674208144796,295.34070870059867,1.8654399973004805,1843,896,3363,6.6270475489285365,1.9120224695175525,286.80163868215266
26,26,26,0.17944600562023286,0.2706935123042505,287.1240449496887,1.9126944049042665,1812,901,3384,6.9251542944870925,2.219541898276036,277.9793487569252
27,27,27,0.17824167001204336,0.31981981981981983,285.53144069944835,1.9192855533526283,1793,915,3405,7.478732221633793,1.8916738689817785,276.1610346088329
28,28,28,0.1714171015656363,0.3372365339578454,286.0240109559158,1.8412744270315573,1797,898,3359,7.410711187492857,1.685858590219914,276.92744117820274
29,29,29,0.17784022480931352,0.3340857787810384,278.4182650060813,1.8430967960279576,1763,873,3358,7.170331274196028,1.7770743108957423,269.4708594209895
30,30,30,0.17824167001204336,0.2927927927927928,286.93898023132704,1.8162076789469013,1805,894,3352,6.196027457971419,1.632970649620182,279.109982123736
31,31,31,0.1613809714973906,0.2885572139303483,283.0912857353328,1.8606693370069145,1767,876,3391,6.118100711217822,2.3868427781655566,274.5863422459499
32,32,32,0.1758329987956644,0.2808219178082192,287.58931123130805,1.846331879411342,1800,886,3357,6.2021569594397175,2.076563787443468,279.3105904844249
33,33,33,0.16499397832195906,0.30170316301703165,291.04462845302163,1.88352470354293,1826,917,3380,6.541330981491996,2.1285079851522406,282.37478948637835
34,34,34,0.15937374548374147,0.2795969773299748,285.4365477993992,1.883740386619419,1802,909,3404,6.245946960861557,2.2985400800961298,276.8920607584415
35,35,35,0.19108791649939785,0.3067226890756303,287.06668586325435,1.8051273459317791,1813,907,3361,5.918365281471343,1.5905599815518985,279.557760600231
36,36,36,0.17061421116017664,0.27294117647058824,288.01743945388984,1.8804958363288717,1828,914,3374,6.883278862538803,1.5547254407229314,279.5794351506279
37,37,37,0.18225612203934166,0.3039647577092511,286.54290004518583,1.8471202875030401,1784,902,3387,6.641935040879908,2.0412154554091018,277.85974954889673
38,38,38,0.17422721798474508,0.2926267281105991,294.12939769901385,1.9051872988857448,1813,894,3369,7.3568679266559664,2.4952252449728642,284.27730452738456
39,39,39,0.1818546768366118,0.25386313465783666,296.2482542330095,1.905637509649048,1841,888,3369,7.269740348967215,1.6129644050517944,287.36554947899054
40,40,40,0.19429947812123646,0.2892561983471074,287.03372613632354,1.825363765733076,1802,902,3362,6.8390949769673535,1.8094020141175717,278.385229145239
41,41,41,0.16298675230830992,0.3349753694581281,282.5364174780733,1.844420191671985,1772,872,3365,6.555134304012584,1.9176279191416128,274.063655254919
42,42,42,0.16258530710558008,0.32839506172839505,288.5898514233572,1.886631447351767,1812,901,3377,6.604406375571048,1.7300636814761776,280.2553813663098
43,43,43,0.1802488960256925,0.29175946547884185,285.7427805100722,1.8895143149345093,1777,865,3361,6.847708151488299,2.287380387675805,276.60769197090843
44,44,44,0.17503010839020475,0.3463302752293578,285.1232323232784,1.809016777852408,1804,865,3351,6.650561446269982,1.8535794316255911,276.61909144538225
45,45,45,0.1702127659574468,0.294811320754717,283.10622839019334,1.856228642129056,1779,897,3367,6.628442918688812,1.994934750154313,274.48285072135053
46,46,46,0.17824167001204336,0.29504504504504503,283.67812167560464,1.8685546359803824,1813,889,3354,7.22803805391429,1.7825146916171208,274.6675689300731
47,47,47,0.17944600562023286,0.32662192393736017,293.9570380477176,1.8246368467294056,1860,908,3363,6.516725288359537,1.8933611827844323,285.5469515765737
48,48,48,0.17262143717382578,0.3023255813953488,283.2508478294838,1.8502524623032848,1787,898,3362,6.075311756857863,1.6788997742026108,275.4966362984233
49,49,49,0.1718185467683661,0.3247663551401869,291.9933011623469,1.821448175719787,1798,867,3347,6.8786474475878965,1.5524122819087165,283.5622414328501
50,50,50,0.181453231633882,0.2765486725663717,293.697908534197,1.824687904350357,1872,909,3347,6.085780882387903,1.4383154187788043,286.17381223302976
51,51,51,0.17422721798474508,0.31105990783410137,291.35007616653,1.851617501742464,1813,890,3373,6.465682074484787,1.6531902301041614,283.2312038619405
52,52,52,0.16178241670012045,0.3176178660049628,287.4281404717568,1.9083641994880047,1802,924,3399,6.395129118609493,2.300329470337689,278.7326818828096
53,53,53,0.17462866318747491,0.30114942528735633,292.14203455085584,1.8494620820033791,1813,866,3357,6.4908850668199705,1.844644050201914,283.806505433834
54,54,54,0.1734243275792854,0.2962962962962963,281.80677274455013,1.8033450248248133,1755,890,3355,5.828708096330656,1.6959727440167514,274.28209190420284
55,55,55,0.1850662384584504,0.3036876355748373,286.1899916429387,1.8024232904590949,1788,845,3304,6.031168822698826,1.8627627136414973,278.29606010659865
56,56,56,0.17503010839020475,0.29357798165137616,285.2109076820737,1.8243848604470945,1785,887,3376,6.116506355805099,1.403626524915521,277.69077480135303
57,57,57,0.1818546768366118,0.35320088300220753,297.426442271952,1.8512571549812395,1832,867,3359,7.108255982460825,1.6583108817799306,288.659875407711
58,58,58,0.1802488960256925,0.2962138084632517,296.3420220908401,1.8683296650471035,1823,899,3373,6.547398830061892,2.5327844407735443,287.2618388200045
59,59,59,0.17543155359293455,0.3226544622425629,281.9156396574791,1.809779661005357,1777,880,3336,6.203504568639767,1.6319462493030008,274.0801888395364
60,60,60,0.17904456041750302,0.3004484304932735,289.20875245572347,1.849236966929146,1818,916,3364,6.3557374968450535,1.7690953163629568,281.0839196425161
61,61,61,0.1842633480529908,0.29193899782135074,282.3232223069025,1.8494175112344464,1777,880,3354,6.863350009906745,1.552005050368325,273.90786724662763
62,62,62,0.1774387796065837,0.2692307692307692,292.44112320257994,1.8827940503189728,1818,879,3383,6.591380807888865,1.9076020926754529,283.9421403020148
63,63,63,0.17703733440385389,0.30385487528344673,287.80575161808787,1.80457910493042,1814,883,3370,6.051794096117034,1.186507432648221,280.56745008932216
64,64,64,0.16619831393014853,0.2777777777777778,298.3337910568403,1.9624009732033576,1844,915,3389,7.03007741938396,2.3374368856859737,288.96627675177035
65,65,65,0.17944600562023286,0.2818791946308725,279.9685268804288,1.826219991202644,1764,857,3347,6.239745506181553,1.4717150959011718,272.2570662783465
66,66,66,0.16981132075471694,0.2978723404255319,292.7617954945348,1.9569179018330984,1805,893,3392,7.143852887821318,2.1579946237833147,283.4599479829301
67,67,67,0.18707346447209955,0.3369098712446352,291.0097259175564,1.910446406772878,1789,881,3355,7.887772173563205,2.4732675643204907,280.6486861796723
68,68,68,0.17061421116017664,0.3058823529411765,288.52117842743337,1.8373737174129143,1811,885,3343,6.040920175488969,1.7561306827031455,280.72412756924166
69,69,69,0.1657968687274187,0.3389830508474576,289.85855959063906,1.9303457960548482,1811,906,3373,7.334100625276362,2.3563386946404394,280.1681202707224
70,70,70,0.17503010839020475,0.30045871559633025,297.89555661567505,1.90172643516462,1823,900,3385,7.385527371580786,1.6086027802468397,288.90142646384703
71,71,71,0.1670012043356082,0.30288461538461536,281.7777915145115,1.8638953068530808,1811,888,3355,6.321704079086914,1.8095467551872144,273.6465406802373
72,72,72,0.1842633480529908,0.3050108932461873,290.9449701506132,1.8969460165517984,1807,906,3379,7.315435290339857,1.85574968492074,281.7737851753518
73,73,73,0.1786431152147732,0.32808988764044944,285.71535411230917,1.8647286764455344,1814,882,3360,7.329506425059272,2.0255438518389552,276.36030383541186
74,74,74,0.1702127659574468,0.2830188679245283,289.2645895976686,1.9002792414343177,1833,890,3366,6.737258586692201,2.006378848415822,280.5209521625594
75,75,75,0.17824167001204336,0.3108108108108108,283.57089036036456,1.8431304363427763,1750,868,3362,6.255590690869963,2.5882302658295933,274.72706940366504
76,76,76,0.1653954235246889,0.3276699029126214,296.0510645401772,1.9463919326314518,1855,918,3419,6.859205164526053,1.7078586327824885,287.48400074286917
77,77,77,0.18105178643115213,0.2860310421286031,292.350507133716,1.89638972274918,1838,924,3395,6.6654388660161255,1.7023365636849142,283.98273170401484
78,78,78,0.16619831393014853,0.27294685990338163,287.5916044920558,1.8846375036847705,1819,892,3376,6.2683506628710175,2.023620697920942,279.29963313126416
79,79,79,0.17221999197109594,0.2983682983682984,278.0853139944408,1.852044090195536,1793,897,3382,4.909771514152671,1.6583430710334304,271.5171994092546
80,80,80,0.1918908069048575,0.3179916317991632,285.81552164357606,1.9437821898109529,1766,862,3367,8.812194614338207,1.9005743947908007,275.10275263444686
81,81,81,0.1686069851465275,0.2476190476190477,289.9067140082708,1.844051661935616,1793,891,3376,5.485004929963052,1.7409983956286952,282.68071068267915
82,82,82,0.1714171015656363,0.2810304449648712,275.4871600944883,1.9460210274724208,1751,873,3384,6.738984003362296,2.034190618861765,266.7139854722639
83,83,83,0.16459253311922922,0.3073170731707317,295.14926722662955,1.96128026505796,1832,931,3416,6.201226937374501,2.513173898593646,286.4348663906606
84,84,84,0.18105178643115213,0.3104212860310421,284.32546863581484,1.89405278636556,1789,879,3382,6.978971019143138,1.9181139311339568,275.42838368553765
85,85,85,0.181453231633882,0.2831858407079646,291.00485388233045,1.8567872327021635,1805,877,3369,6.775809731047892,1.4865978977180574,282.74244625356397
86,86,86,0.1758329987956644,0.3356164383561644,290.7263935075457,1.8802502882582448,1812,914,3405,6.3891863552865855,1.9414601271937315,282.3957470250649
87,87,87,0.17663588920112405,0.3340909090909091,298.4784582673159,1.8869084454007483,1829,888,3383,6.8350907335337725,2.150544937910468,289.49282259587164
88,88,88,0.18225612203934166,0.3061674008810573,289.34609932276766,1.8542541372632564,1813,898,3393,7.065639929782523,1.9251831100270465,280.3552762829583
89,89,89,0.1902850260939382,0.26582278481012656,277.196747508655,1.8554549387403911,1762,876,3376,6.054102448150276,1.3624625830921937,269.7801824774128
90,90,90,0.17101565636290647,0.2793427230046948,290.5115173498518,1.8687254551733496,1804,887,3371,6.117722829098066,1.7008401398121906,282.6929543809414
91,91,91,0.1734243275792854,0.2824074074074074,283.1931104779538,1.8927324124485088,1785,904,3388,6.484636929754098,2.2485427953042643,274.45993075289505
92,92,92,0.1657968687274187,0.3220338983050847,294.6486970587212,1.8813507924409727,1816,894,3407,6.986049645665612,1.9602442855821047,285.7024031274732
93,93,93,0.17543155359293455,0.3180778032036613,295.4697969307701,1.9400210289732718,1836,921,3425,7.733548571360397,2.179841920581121,285.5564064388284
94,94,94,0.1802488960256925,0.32293986636971045,281.446067212411,1.87712040670252,1760,889,3379,7.356705903260092,1.8621454274655704,272.2272158816853
95,95,95,0.17382577278201525,0.2840646651270208,286.0377598240201,1.847933101885315,1766,851,3361,6.1441373332270635,1.7398672838673854,278.15375520692623
96,96,96,0.17784022480931352,0.29345372460496616,291.60740981273074,1.8914594326161125,1799,905,3367,6.869120431030036,1.8153341696663718,282.9229552120345
97,97,97,0.17984745082296266,0.27901785714285715,289.03810167673925,1.803956108258096,1792,867,3354,5.703130695013168,1.6980902471562895,281.6368807345688
98,98,98,0.16981132075471694,0.3002364066193853,291.43899758303894,1.887837632348124,1847,900,3367,6.523780410435169,1.825639294362704,283.0895778782408
99,99,99,0.17382577278201525,0.32563510392609696,275.91244434618807,1.8498653932420783,1757,882,3381,6.832790128119313,1.2750892096839714,267.8045650083848
100,0,0,0.181453231633882,0.2743362831858407,297.5810977803928,1.88541096799546,1845,904,3371,6.539468013667822,2.148420114825578,288.89320965189887
101,1,1,0.17503010839020475,0.2798165137614679,290.0607264970958,1.845948631686949,1834,911,3353,6.4061082417053425,1.9639435859059529,281.69067466948457
102,2,2,0.1734243275792854,0.31712962962962965,286.47038057398026,1.9009514588520118,1815,916,3377,6.951264543266068,2.004411383616369,277.5147046470974
103,3,3,0.17904456041750302,0.34977578475336324,285.5290246002866,1.93981622591941,1777,897,3399,7.637466709869126,2.1119737344225857,275.7795841559946
104,4,4,0.1670012043356082,0.31971153846153844,290.75147940222575,1.9820631104626687,1821,901,3394,7.710889058367933,2.020862375147276,281.0197279687102
105,5,5,0.17061421116017664,0.2752941176470588,287.40222813030164,1.8418585706599042,1834,918,3352,5.2065506386625655,1.7045540519799942,280.49112343965925
106,6,6,0.1979124849458049,0.2900608519269777,285.3004543417197,1.9001793657042425,1770,887,3383,7.389597266089455,2.1160879716703507,275.7947691039591
107,7,7,0.1686069851465275,0.2833333333333333,291.0723353907572,1.9265529602063165,1776,861,3334,6.865365870098232,2.209454896144791,281.9975146245141
108,8,8,0.17101565636290647,0.29107981220657275,291.0892269279482,1.904305191997836,1813,912,3359,6.313677064447777,2.096533507453465,282.67901635604716
109,9,9,0.17543155359293455,0.3180778032036613,286.30336337166983,1.8664693095739504,1807,905,3389,6.097730762861153,1.9393623691444049,278.2662702396643
110,10,10,0.17543155359293455,0.3020594965675057,295.8944531910858,1.8746682851898109,1814,930,3376,6.711615600134487,2.2669608215057417,286.9158767694458
111,11,11,0.18386190285026094,0.3558951965065502,280.1272397958857,1.884872356468236,1772,900,3369,7.513450074942027,1.4819625393189408,271.1318271816254
112,12,12,0.1786431152147732,0.2966292134831461,290.2415815433868,1.9652651147951,1777,888,3378,8.004761952622335,2.273453205671683,279.9633663850924
113,13,13,0.16218386190285025,0.3069306930693069,302.13763523134287,1.9399448136827773,1862,905,3366,7.0167831293256535,2.505739784107788,292.6151123179096
114,14,14,0.1786431152147732,0.30786516853932583,290.70928988582637,1.845538836602575,1804,906,3357,6.380656043669061,1.6850090843194576,282.64362475783787
115,15,15,0.1774387796065837,0.3031674208144796,290.2239147749059,1.975893220168004,1803,915,3413,8.131133276990353,2.6778655920938217,279.41491590582166
116,16,16,0.17824167001204336,0.3130630630630631,290.21191449357,1.8924701368722376,1832,904,3351,6.9595027227018615,2.2558550373090362,280.9965567335592
117,17,17,0.1834604576475311,0.3063457330415755,292.09002564513776,1.9198608800960293,1808,896,3403,7.3317144754515535,2.4059507636989315,282.3523604059877
118,18,18,0.17663588920112405,0.275,287.6506722072088,1.9195878212163933,1794,899,3357,6.324432224655817,2.1736767480869053,279.1525632344664
119,19,19,0.1842633480529908,0.318082788671024,277.88306732172583,1.8663602547425795,1784,885,3356,6.605329278690376,1.8328646802168267,269.4448733628186
120,20,20,0.1730228823765556,0.2900232018561485,286.811447242748,1.9261054245989109,1803,905,3375,6.577002641856768,2.3914797909756023,277.8429648099157
121,21,21,0.18265756724207147,0.2989010989010989,292.46663355001147,1.826679879926888,1801,893,3355,6.563466539794956,1.9633351006905824,283.93983190952565
122,22,22,0.17543155359293455,0.3043478260869565,295.0407335579773,1.9315833592621745,1862,931,3387,7.196804437409292,1.695923258002176,286.1480058625655
123,23,23,0.17221999197109594,0.2634032634032634,292.97263919801827,1.9128790405290503,1812,879,3359,7.157407199877309,2.4820637199701747,283.3331682781703
124,24,24,0.17422721798474508,0.2764976958525346,285.4724609135094,1.9317892993440602,1789,882,3367,7.047562470268594,2.0180186770469457,276.40687976619404
125,25,25,0.17944600562023286,0.2930648769574944,288.91049780949885,1.9115400450899456,1822,907,3373,7.686543049301528,2.3660927442129727,278.8578620159842
126,26,26,0.17984745082296266,0.2544642857142857,286.47502867886595,1.8940554257453777,1799,932,3384,6.4360649741997324,2.05587721911214,277.983086485554
127,27,27,0.1718185467683661,0.2733644859813084,285.63845020081726,1.8287086501642595,1813,944,3376,5.4626369069554235,1.5198289555028923,278.6559843383584
128,28,28,0.16459253311922922,0.2878048780487805,284.48719665590943,1.9526675579687167,1768,896,3379,6.879862259489262,2.098649160490857,275.5086852359293
129,29,29,0.17623444399839422,0.3120728929384966,288.93834272949573,1.858272007224652,1811,893,3353,6.6975237877073335,2.1934368093254624,280.0473821324632
130,30,30,0.1818546768366118,0.3002207505518764,284.78721016405837,1.8827804657534408,1790,894,3380,7.028113109321597,2.195201021804717,275.5638960329319
131,31,31,0.16619831393014853,0.3285024154589372,281.5902420317998,1.8532751331561133,1776,901,3370,6.108126017328721,1.8800706393242683,273.60204537514653
132,32,32,0.1657968687274187,0.3389830508474576,293.82788922068863,1.8660559891619417,1847,909,3374,5.775673912651457,1.4296588067661615,286.62255650127065
133,33,33,0.181453231633882,0.29867256637168144,278.5003160076964,1.827105056013945,1788,914,3335,5.879549943281161,1.4882521136172464,271.13251395079794
134,34,34,0.18265756724207147,0.2923076923076923,286.0650852111227,1.890007049775064,1797,912,3357,6.575719428241055,2.412226295124622,277.07713948775745
135,35,35,0.1846647932557206,0.2347826086956521,300.1789652453256,1.8970630097983308,1843,932,3380,7.293267313654393,2.481055998792925,290.4046419328787
136,36,36,0.17944600562023286,0.2841163310961969,292.6271613581152,1.8772480383661647,1809,899,3346,6.7422101945181385,2.054234733630297,283.83071642996583
137,37,37,0.1850662384584504,0.30151843817787416,287.4631091726992,1.9121335547402591,1818,925,3374,7.259456864306282,1.8130777967551144,278.39057451163796
138,38,38,0.16820553994379767,0.2840095465393795,284.47385445194607,1.9526067996624057,1798,891,3397,7.124136859254656,2.1664425806850764,275.1832750120061
139,39,39,0.16459253311922922,0.28536585365853656,285.2928332143752,1.8671532778508482,1792,895,3370,6.500599629568608,1.5817944396587496,277.21043914514814
140,40,40,0.1866720192693697,0.2774193548387097,283.54003419454665,1.8827269114455527,1797,916,3375,5.851594643957221,1.5332706388757755,276.155168911714
141,41,41,0.1702127659574468,0.2783018867924528,284.91589477183925,1.8936521958556691,1791,877,3353,6.9698365888771745,2.0343180371094642,275.91174014585243
142,42,42,0.17623444399839422,0.3325740318906606,286.36119807789765,1.88777472486435,1796,927,3401,6.403861293712143,1.6691800988695062,278.28815668531604
143,43,43,0.19429947812123646,0.3202479338842975,289.18387391711195,1.8980232451357064,1822,911,3367,7.707440639540633,2.3537560235889137,279.12267725398243
144,44,44,0.1774387796065837,0.3031674208144796,285.4901321114798,1.8594972799545664,1806,918,3374,6.186614786371906,1.6737308585419348,277.6297864665655
145,45,45,0.18105178643115213,0.29046563192904656,292.58168485821125,1.8273539877804288,1841,899,3367,5.879207645993366,1.481125313589153,285.22135189862826
146,46,46,0.1850662384584504,0.3123644251626898,284.2812778482332,1.928493280616,1784,901,3363,8.005805288996108,2.563890630399172,273.7115819288376
147,47,47,0.181453231633882,0.3053097345132743,279.7141059454243,1.8906273897529016,1779,906,3364,7.151804792215295,1.8524917760699149,270.70980937713944
148,48,48,0.17703733440385389,0.3015873015873016,288.43752415794626,1.8701939453723864,1780,879,3362,6.985745167573316,2.0977629347331663,279.35401605563925
149,49,49,0.17543155359293455,0.2677345537757437,285.89656805021013,1.8836833653380776,1797,921,3375,5.8860965321406855,2.329972537522455,277.68049898054716
150,50,50,0.18305901244480127,0.33114035087719296,287.16632680868844,1.8427878282312893,1792,914,3359,6.2339669593558265,1.7383250001788446,279.19403484915443
151,51,51,0.17061421116017664,0.2752941176470588,297.39861121051536,1.9687947996576083,1862,899,3371,7.096121864353912,2.6206761598621413,287.6818131862996
152,52,52,0.17663588920112405,0.29772727272727273,289.92647128009173,1.9228151532351063,1805,916,3382,7.2466054671058275,2.715276972172128,279.96458884081363
153,53,53,0.1718185467683661,0.26401869158878505,280.6821602952251,1.8411447908629361,1794,897,3370,5.711830055277599,1.3061823229391405,273.6641479170085
154,54,54,0.16940987555198714,0.3127962085308057,294.9046419414343,1.9326202927629867,1797,869,3354,7.507895256920698,1.9954675180785089,285.40127916643416
155,55,55,0.17663588920112405,0.2931818181818181,294.7870135444461,1.9148731158021868,1842,920,3406,6.525975590146077,2.144482538182136,286.1165554161184
156,56,56,0.17221999197109594,0.3076923076923077,288.1291634477242,1.9150170528847303,1778,890,3355,6.915796928256308,2.173146096670409,279.0402204227974
157,57,57,0.1786431152147732,0.3213483146067416,289.59646713991526,1.885256294224696,1824,916,3391,6.926736028186017,2.1984540938180794,280.4712770179109
158,58,58,0.1846647932557206,0.28043478260869564,286.82701629172385,1.880603822295306,1804,893,3370,7.336738783360842,1.83447624433488,277.6558012640283
159,59,59,0.17984745082296266,0.28348214285714285,291.7604599748458,1.9018489239317484,1830,916,3394,6.99006954054062,2.173403613864878,282.59698682044035
160,60,60,0.17663588920112405,0.29772727272727273,283.98243853035945,1.8902788232498808,1819,925,3369,6.631135931872034,1.7763342727816094,275.57496832570604
161,61,61,0.17824167001204336,0.2972972972972973,281.48397491846293,1.8165039063538333,1795,867,3335,5.6830109003098,1.4353371865033582,274.3656268316501
162,62,62,0.16619831393014853,0.2946859903381642,292.43526476839764,1.8996773317898759,1835,922,3401,6.34620979386988,1.969186734758652,284.1198682397695
163,63,63,0.17462866318747491,0.3195402298850575,288.55227231351375,1.9108491434143884,1823,904,3386,7.016328963132064,2.165712494178232,279.3702308562036
164,64,64,0.19229225210758727,0.3173277661795407,281.61568856639184,1.8779361105159875,1786,874,3346,7.387859886480515,1.6055404985615729,272.622288181349
165,65,65,0.17663588920112405,0.3409090909090909,281.0277576662815,1.8451558160727173,1813,905,3350,6.1654277261180574,1.7357593467748622,273.12657059338835
166,66,66,0.1818546768366118,0.30463576158940403,287.3051412804884,1.8905880188495048,1821,889,3368,7.455885634176623,1.8572515912193808,277.99200405509237
167,67,67,0.17462866318747491,0.2988505747126437,279.5115096851117,1.9447473795516423,1768,906,3373,6.897823688968128,1.7368688986852328,270.87681709745846
168,68,68,0.16659975913287836,0.30843373493975906,289.19866031351967,1.8295978147871323,1841,889,3353,5.564200923947059,1.5207161414668844,282.1137432481061
